src_ip,dst_ip,src_port,dst_port,protocol,flow_duration,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_total,bwd_iat_total,fwd_packets,bwd_packets,fwd_packets_sec,bwd_packets_sec,fwd_bytes,bwd_bytes,min_packet_length,max_packet_length,packet_length_mean,packet_length_std,packet_length_variance,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,psh_flag_count,down_up_ratio,avg_packet_size,avg_fwd_segment_size,avg_bwd_segment_size,fwd_avg_bytes_bulk,fwd_avg_packets_bulk,fwd_avg_bulk_rate,bwd_avg_bytes_bulk,bwd_avg_packets_bulk,bwd_avg_bulk_rate,act_data_pkt_fwd,min_seg_size_forward,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flags,syn_flags,rst_flags,ack_flags,urg_flags,cwe_flags,ece_flags,fwd_header_len,bwd_header_len,subflow_fwd_pkts,subflow_fwd_bytes,subflow_bwd_pkts,subflow_bwd_bytes,init_win_bytes_fwd,init_win_bytes_bwd,active_mean,active_max,active_min,active_std,idle_mean,idle_max,idle_min,idle_std
130.236.82.208,131.3.168.192,80,58353,6,90762,0.00,0.00,0,0,90762,0,10,0,230933.65,0.00,10280,0,60,1514,1028.00,649.38,4216992.00,1514,60,1028.00,-nan,0,65535,0.00,0.00,4,0.00,1028.00,1028.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,60,4,0,0,0,1,1,0,10,0,0,0,0,0,0,0,0,0,4380,0,18446743535843598336.00,18446743535843597397,18446743535843597397,0.00,0.00,0,0,0.00
131.3.168.192,39.95.54.65,52266,80,6,242067,0.00,0.00,0,0,242067,0,6,0,51952.56,0.00,631,0,54,349,105.17,109.13,71460.83,349,54,105.17,29.16,0,65535,0.00,0.00,1,0.00,105.17,105.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,54,1,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,8192,0,18446743535843497984.00,18446743535843497290,18446743535843497290,0.00,0.00,0,0,0.00
39.95.54.65,131.3.168.192,80,52266,6,242949,0.00,0.00,0,0,242949,0,5,0,43136.63,0.00,476,0,60,230,95.20,67.44,22740.80,230,60,95.20,-nan,0,65535,0.00,0.00,1,0.00,95.20,95.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,60,1,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,65535,0,18446743535843495936.00,18446743535843495295,18446743535843495295,0.00,0.00,0,0,0.00
131.3.168.192,129.236.82.208,58360,80,6,661290,0.00,0.00,0,0,661290,0,5,0,15847.81,0.00,871,0,54,643,174.20,234.45,274824.80,643,54,174.20,156.91,0,65535,0.00,0.00,1,0.00,174.20,174.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,54,1,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,8192,0,18446743535843467264.00,18446743535843467827,18446743535843467827,0.00,0.00,0,0,0.00
131.3.168.192,130.236.82.208,58361,80,6,732795,0.00,0.00,0,0,732795,0,6,0,17161.69,0.00,779,0,54,497,129.83,164.26,161888.83,497,54,129.83,100.62,0,65535,0.00,0.00,1,0.00,129.83,129.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,54,1,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,8192,0,18446743535843465216.00,18446743535843465475,18446743535843465475,0.00,0.00,0,0,0.00
131.3.168.192,129.238.82.208,58362,80,6,4179,0.00,0.00,0,0,4179,0,2,0,1003110.79,0.00,120,0,54,66,60.00,6.00,72.00,66,54,60.00,-nan,0,65535,0.00,0.00,0,0.00,60.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,54,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8192,0,18446743535843463168.00,18446743535843463732,18446743535843463732,0.00,0.00,0,0,0.00
129.238.82.208,131.3.168.192,80,58362,6,0,0.00,0.00,0,0,0,0,1,0,0.00,0.00,66,0,66,66,66.00,0.00,0.00,66,66,66.00,0.00,0,65535,0.00,0.00,0,0.00,66.00,66.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4380,0,18446743535843461120.00,18446743535843461065,18446743535843461065,0.00,0.00,0,0,0.00
129.236.82.208,131.3.168.192,80,58360,6,654801,0.00,0.00,0,0,654801,0,5,0,16004.86,0.00,2750,0,60,1514,550.00,615.43,1893752.00,1514,60,550.00,276.13,0,65535,0.00,0.00,2,0.00,550.00,550.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,60,2,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,4380,0,18446743535843457024.00,18446743535843457915,18446743535843457915,0.00,0.00,0,0,0.00
130.236.82.208,131.3.168.192,80,58361,6,736428,0.00,0.00,0,0,736428,0,10,0,28461.71,0.00,9386,0,60,1514,938.60,704.88,4968488.40,1514,60,938.60,-nan,0,65535,0.00,0.00,4,0.00,938.60,938.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,60,4,0,0,0,1,1,0,10,0,0,0,0,0,0,0,0,0,4380,0,18446743535843454976.00,18446743535843454282,18446743535843454282,0.00,0.00,0,0,0.00
131.3.168.192,68.95.54.65,56110,80,6,9070878,0.00,0.00,0,0,9070878,0,16,0,3697.11,0.00,1553,0,54,731,97.06,163.71,428802.94,731,54,97.06,131.83,0,65535,0.00,0.00,1,0.00,97.06,97.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16,54,1,0,0,0,1,1,0,15,0,0,0,0,0,0,0,0,0,8192,0,18446743535843250176.00,18446743535843250351,18446743535843250351,0.00,0.00,0,0,0.00
131.3.168.192,75.95.54.65,56111,80,6,9081441,0.00,0.00,0,0,9081441,0,7,0,1615.60,0.00,1050,0,54,714,150.00,230.29,371232.00,714,54,150.00,174.74,0,65535,0.00,0.00,1,0.00,150.00,150.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,54,1,0,0,0,1,1,0,6,0,0,0,0,0,0,0,0,0,8192,0,18446743535843248128.00,18446743535843247390,18446743535843247390,0.00,0.00,0,0,0.00
131.3.168.192,68.95.54.65,56112,80,6,9073398,0.00,0.00,0,0,9073398,0,7,0,1617.03,0.00,1050,0,54,714,150.00,230.29,371232.00,714,54,150.00,174.74,0,65535,0.00,0.00,1,0.00,150.00,150.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,54,1,0,0,0,1,1,0,6,0,0,0,0,0,0,0,0,0,8192,0,18446743535843244032.00,18446743535843243022,18446743535843243022,0.00,0.00,0,0,0.00
131.3.168.192,75.95.54.65,56113,80,6,9078207,0.00,0.00,0,0,9078207,0,7,0,1616.18,0.00,1050,0,54,714,150.00,230.29,371232.00,714,54,150.00,174.74,0,65535,0.00,0.00,1,0.00,150.00,150.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,54,1,0,0,0,1,1,0,6,0,0,0,0,0,0,0,0,0,8192,0,18446743535843239936.00,18446743535843240943,18446743535843240943,0.00,0.00,0,0,0.00
68.95.54.65,131.3.168.192,80,56110,6,9131064,0.00,0.00,0,0,9131064,0,28,0,6427.29,0.00,35375,0,60,1514,1263.39,539.09,8137390.68,1514,60,1263.39,-nan,0,65535,0.00,0.00,1,0.00,1263.39,1263.39,0.00,35189.00,25.00,0.00,0.00,0.00,0.00,28,60,1,0,0,0,1,1,0,28,0,0,0,0,0,0,0,0,0,65535,0,18446743535843237888.00,18446743535843237919,18446743535843237919,0.00,0.00,0,0,0.00
75.95.54.65,131.3.168.192,80,56111,6,9134781,0.00,0.00,0,0,9134781,0,7,0,1606.17,0.00,4222,0,60,1514,603.14,649.37,2951782.86,1514,60,603.14,240.63,0,65535,0.00,0.00,1,0.00,603.14,603.14,0.00,4036.00,4.00,0.00,0.00,0.00,0.00,7,60,1,0,0,0,1,1,0,7,0,0,0,0,0,0,0,0,0,65535,0,18446743535843229696.00,18446743535843229393,18446743535843229393,0.00,0.00,0,0,0.00
68.95.54.65,131.3.168.192,80,56112,6,9122223,0.00,0.00,0,0,9122223,0,8,0,1838.15,0.00,5748,0,60,1514,718.50,678.55,3683406.00,1514,60,718.50,-nan,0,65535,0.00,0.00,1,0.00,718.50,718.50,0.00,5562.00,5.00,0.00,0.00,0.00,0.00,8,60,1,0,0,0,1,1,0,8,0,0,0,0,0,0,0,0,0,65535,0,18446743535843219456.00,18446743535843220174,18446743535843220174,0.00,0.00,0,0,0.00
75.95.54.65,131.3.168.192,80,56113,6,9126570,0.00,0.00,0,0,9126570,0,8,0,1837.27,0.00,5931,0,60,1514,741.38,689.30,3801097.88,1514,60,741.38,-nan,0,65535,0.00,0.00,1,0.00,741.38,741.38,0.00,5745.00,5.00,0.00,0.00,0.00,0.00,8,60,1,0,0,0,1,1,0,8,0,0,0,0,0,0,0,0,0,65535,0,18446743535843217408.00,18446743535843218389,18446743535843218389,0.00,0.00,0,0,0.00
131.3.168.192,130.236.82.208,58377,80,6,97188,0.00,0.00,0,0,97188,0,6,0,129398.69,0.00,779,0,54,497,129.83,164.26,161888.83,497,54,129.83,100.62,0,65535,0.00,0.00,1,0.00,129.83,129.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,54,1,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,8192,0,18446743535842801664.00,18446743535842801497,18446743535842801497,0.00,0.00,0,0,0.00
131.3.168.192,130.236.82.208,58378,80,6,150633,0.00,0.00,0,0,150633,0,7,0,97402.30,0.00,833,0,54,497,119.00,154.37,166818.00,497,54,119.00,98.34,0,65535,0.00,0.00,1,0.00,119.00,119.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,54,1,0,0,0,1,1,0,6,0,0,0,0,0,0,0,0,0,8192,0,18446743535842799616.00,18446743535842799250,18446743535842799250,0.00,0.00,0,0,0.00
130.236.82.208,131.3.168.192,80,58377,6,109914,0.00,0.00,0,0,109914,0,9,0,171625.09,0.00,8838,0,60,1514,982.00,663.69,3964344.00,1514,60,982.00,-nan,0,65535,0.00,0.00,4,0.00,982.00,982.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,60,4,0,0,0,1,1,0,9,0,0,0,0,0,0,0,0,0,4380,0,18446743535842752512.00,18446743535842753092,18446743535842753092,0.00,0.00,0,0,0.00
130.236.82.208,131.3.168.192,80,58378,6,105924,0.00,0.00,0,0,105924,0,9,0,178089.95,0.00,9258,0,60,1514,1028.67,683.55,4205144.00,1514,60,1028.67,-nan,0,65535,0.00,0.00,4,0.00,1028.67,1028.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,60,4,0,0,0,1,1,0,9,0,0,0,0,0,0,0,0,0,4380,0,18446743535842748416.00,18446743535842747401,18446743535842747401,0.00,0.00,0,0,0.00
131.3.168.192,121.139.235.66,56126,80,6,9675552,0.00,0.00,0,0,9675552,0,6,0,1299.77,0.00,336,0,54,66,56.00,4.47,120.00,66,54,56.00,-nan,0,65535,0.00,0.00,0,0.00,56.00,56.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,54,0,0,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0,8192,0,18446743535842715648.00,18446743535842716363,18446743535842716363,0.00,0.00,0,0,0.00
121.139.235.66,131.3.168.192,80,56126,6,9614715,0.00,0.00,0,0,9614715,0,11,0,2397.99,0.00,3255,0,60,936,295.91,320.99,1133350.91,936,60,295.91,124.38,0,65535,0.00,0.00,4,0.00,295.91,295.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,60,4,0,0,0,1,1,0,11,0,0,0,0,0,0,0,0,0,4380,0,18446743535842646016.00,18446743535842646874,18446743535842646874,0.00,0.00,0,0,0.00
131.3.168.192,166.163.9.204,58381,80,6,11147652,0.00,0.00,0,0,11147652,0,6,0,1128.13,0.00,635,0,54,353,105.83,110.62,73424.83,353,54,105.83,32.20,0,65535,0.00,0.00,1,0.00,105.83,105.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,54,1,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,8192,0,18446743535842621440.00,18446743535842621401,18446743535842621401,0.00,0.00,0,0,0.00
166.163.9.204,131.3.168.192,80,58381,6,11152587,0.00,0.00,0,0,11152587,0,5,0,939.69,0.00,518,0,60,272,103.60,84.23,35475.20,272,60,103.60,-nan,0,65535,0.00,0.00,1,0.00,103.60,103.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,60,1,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,5840,0,18446743535842619392.00,18446743535842619385,18446743535842619385,0.00,0.00,0,0,0.00
131.3.168.192,140.95.54.65,56127,80,6,8385879,0.00,0.00,0,0,8385879,0,6,0,1499.66,0.00,1234,0,54,952,205.67,333.80,668531.33,952,54,205.67,262.91,0,65535,0.00,0.00,1,0.00,205.67,205.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,54,1,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,8192,0,18446743535842578432.00,18446743535842577721,18446743535842577721,0.00,0.00,0,0,0.00
131.3.168.192,140.95.54.65,56128,80,6,8383527,0.00,0.00,0,0,8383527,0,8,0,2000.11,0.00,2232,0,54,951,279.00,386.27,1193634.00,951,54,279.00,267.14,0,65535,0.00,0.00,2,0.00,279.00,279.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8,54,2,0,0,0,1,1,0,7,0,0,0,0,0,0,0,0,0,8192,0,18446743535842572288.00,18446743535842572177,18446743535842572177,0.00,0.00,0,0,0.00
140.95.54.65,131.3.168.192,80,56127,6,8450412,0.00,0.00,0,0,8450412,0,5,0,1240.18,0.00,1760,0,60,1514,352.00,581.00,1687832.00,1514,60,352.00,462.24,0,65535,0.00,0.00,1,0.00,352.00,352.00,0.00,1574.00,2.00,0.00,0.00,0.00,0.00,5,60,1,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,65535,0,18446743535842570240.00,18446743535842569867,18446743535842569867,0.00,0.00,0,0,0.00
140.95.54.65,131.3.168.192,80,56128,6,8447346,0.00,0.00,0,0,8447346,0,7,0,1736.88,0.00,4736,0,60,1514,676.57,605.22,2564059.71,1514,60,676.57,-nan,0,65535,0.00,0.00,2,0.00,676.57,676.57,0.00,4550.00,4.00,0.00,0.00,0.00,0.00,7,60,2,0,0,0,1,1,0,7,0,0,0,0,0,0,0,0,0,65535,0,18446743535842564096.00,18446743535842563924,18446743535842563924,0.00,0.00,0,0,0.00
131.3.168.192,38.148.46.207,56129,80,6,72114,0.00,0.00,0,0,72114,0,5,0,145325.46,0.00,927,0,54,699,185.40,256.84,329839.20,699,54,185.40,177.75,0,65535,0.00,0.00,1,0.00,185.40,185.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,54,1,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,8192,0,18446743535842541568.00,18446743535842541055,18446743535842541055,0.00,0.00,0,0,0.00
38.148.46.207,131.3.168.192,80,56129,6,70623,0.00,0.00,0,0,70623,0,4,0,118714.87,0.00,2644,0,60,1514,661.00,626.10,1568020.00,1514,60,661.00,-nan,0,65535,0.00,0.00,1,0.00,661.00,661.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,60,1,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,8192,0,18446743535842535424.00,18446743535842535637,18446743535842535637,0.00,0.00,0,0,0.00
131.3.168.192,140.95.54.65,56132,80,6,8266179,0.00,0.00,0,0,8266179,0,17,0,4310.58,0.00,1836,0,54,960,108.00,213.02,771408.00,960,54,108.00,183.61,0,65535,0.00,0.00,1,0.00,108.00,108.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17,54,1,0,0,0,1,1,0,16,0,0,0,0,0,0,0,0,0,8192,0,18446743535842461696.00,18446743535842461528,18446743535842461528,0.00,0.00,0,0,0.00
140.95.54.65,131.3.168.192,80,56132,6,8336508,0.00,0.00,0,0,8336508,0,29,0,7291.30,0.00,38779,0,60,1514,1337.21,455.35,6012958.76,1514,60,1337.21,-nan,0,65535,0.00,0.00,1,0.00,1337.21,1337.21,0.00,18539.50,12.50,0.00,0.00,0.00,0.00,29,60,1,0,0,0,1,1,0,29,0,0,0,0,0,0,0,0,0,65535,0,18446743535842459648.00,18446743535842459365,18446743535842459365,0.00,0.00,0,0,0.00
131.3.168.192,216.95.54.65,56133,80,6,5746188,0.00,0.00,0,0,5746188,0,19,0,6930.51,0.00,1794,0,54,810,94.42,168.68,540636.63,810,54,94.42,139.78,0,65535,0.00,0.00,1,0.00,94.42,94.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19,54,1,0,0,0,1,1,0,18,0,0,0,0,0,0,0,0,0,8192,0,18446743535839932416.00,18446743535839931919,18446743535839931919,0.00,0.00,0,0,0.00
216.95.54.65,131.3.168.192,80,56133,6,5758956,0.00,0.00,0,0,5758956,0,32,0,11646.56,0.00,42164,0,60,1514,1317.63,481.85,7429707.50,1514,60,1317.63,-nan,0,65535,0.00,0.00,1,0.00,1317.62,1317.62,0.00,41918.00,28.00,0.01,0.00,0.00,0.00,32,60,1,0,0,0,1,1,0,32,0,0,0,0,0,0,0,0,0,65535,0,18446743535839873024.00,18446743535839872741,18446743535839872741,0.00,0.00,0,0,0.00
131.3.168.192,62.133.235.66,56134,80,6,7262598,0.00,0.00,0,0,7262598,0,4,0,1154.41,0.00,228,0,54,66,57.00,5.20,108.00,66,54,57.00,-nan,0,65535,0.00,0.00,0,0.00,57.00,57.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,54,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,8192,0,18446743535839594496.00,18446743535839594134,18446743535839594134,0.00,0.00,0,0,0.00
62.133.235.66,131.3.168.192,80,56134,6,12060042,0.00,0.00,0,0,12060042,0,6,0,1042.78,0.00,1832,0,60,793,305.33,344.84,713483.33,793,60,305.33,160.27,0,65535,0.00,0.00,2,0.00,305.33,305.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,60,2,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,4380,0,18446743535839574016.00,18446743535839573113,18446743535839573113,0.00,0.00,0,0,0.00
131.3.168.192,38.148.46.207,56135,80,6,29106,0.00,0.00,0,0,29106,0,5,0,360063.22,0.00,928,0,54,700,185.60,257.24,330867.20,700,54,185.60,178.12,0,65535,0.00,0.00,1,0.00,185.60,185.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,54,1,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,8192,0,18446743535839518720.00,18446743535839518492,18446743535839518492,0.00,0.00,0,0,0.00
38.148.46.207,131.3.168.192,80,56135,6,30114,0.00,0.00,0,0,30114,0,4,0,278408.71,0.00,2095,0,60,1514,523.75,594.36,1413064.75,1514,60,523.75,280.98,0,65535,0.00,0.00,1,0.00,523.75,523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,60,1,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,8192,0,18446743535839514624.00,18446743535839513725,18446743535839513725,0.00,0.00,0,0,0.00
131.3.168.192,163.207.108.206,56136,80,6,37884681,0.00,0.00,0,0,37884681,0,5,0,276.63,0.00,282,0,54,66,56.40,4.80,115.20,66,54,56.40,-nan,0,65535,0.00,0.00,0,0.00,56.40,56.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,54,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,8192,0,18446743535839457280.00,18446743535839457445,18446743535839457445,0.00,0.00,0,0,0.00
163.207.108.206,131.3.168.192,80,56136,6,37901607,0.00,0.00,0,0,37901607,0,4,0,221.20,0.00,654,0,60,468,163.50,175.82,123651.00,468,60,163.50,64.66,0,65535,0.00,0.00,1,0.00,163.50,163.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,60,1,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,5840,0,18446743535839455232.00,18446743535839454232,18446743535839454232,0.00,0.00,0,0,0.00
131.3.168.192,75.95.54.65,56139,80,6,4749360,0.00,0.00,0,0,4749360,0,42,0,18535.55,0.00,2958,0,54,732,70.43,103.34,448492.29,732,54,70.43,75.62,0,65535,0.00,0.00,1,0.00,70.43,70.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42,54,1,0,0,0,1,1,0,41,0,0,0,0,0,0,0,0,0,8192,0,18446743535838924800.00,18446743535838925074,18446743535838925074,0.00,0.00,0,0,0.00
75.95.54.65,131.3.168.192,80,56139,6,4817757,0.00,0.00,0,0,4817757,0,91,0,39590.21,0.00,129167,0,60,1514,1419.42,356.13,11541486.13,1514,60,1419.42,-nan,0,65535,0.00,0.00,2,0.00,1419.42,1419.42,0.00,63703.50,43.00,0.03,0.00,0.00,0.00,91,60,2,0,0,0,1,1,0,91,0,0,0,0,0,0,0,0,0,65535,0,18446743535838920704.00,18446743535838921105,18446743535838921105,0.00,0.00,0,0,0.00
131.3.168.192,68.95.54.65,56140,80,6,1656795,0.00,0.00,0,0,1656795,0,59,0,74640.50,0.00,3867,0,54,723,65.54,86.34,439844.64,723,54,65.54,56.21,0,65535,0.00,0.00,1,0.00,65.54,65.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59,54,1,0,0,0,1,1,0,58,0,0,0,0,0,0,0,0,0,8192,0,18446743535835838464.00,18446743535835839418,18446743535835839418,0.00,0.00,0,0,0.00
68.95.54.65,131.3.168.192,80,56140,6,1723701,0.00,0.00,0,0,1723701,0,126,0,153214.51,0.00,180070,0,60,1514,1429.13,310.80,12170915.97,1514,60,1429.13,-nan,0,65535,0.00,0.00,36,0.00,1429.13,1429.13,0.00,133756.00,90.00,0.13,0.00,0.00,0.00,126,60,36,0,0,0,1,1,0,126,0,0,0,0,0,0,0,0,0,65535,0,18446743535835834368.00,18446743535835834567,18446743535835834567,0.00,0.00,0,0,0.00
131.3.168.192,75.95.54.65,56141,80,6,223356,0.00,0.00,0,0,223356,0,9,0,84457.10,0.00,2555,0,54,740,283.89,322.30,934920.89,740,54,283.89,152.60,0,65535,0.00,0.00,3,0.00,283.89,283.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,54,3,0,0,0,1,1,0,8,0,0,0,0,0,0,0,0,0,8192,0,18446743535834349568.00,18446743535834349699,18446743535834349699,0.00,0.00,0,0,0.00
75.95.54.65,131.3.168.192,80,56141,6,256893,0.00,0.00,0,0,256893,0,7,0,57113.27,0.00,909,0,60,221,129.86,78.96,43638.86,221,60,129.86,-nan,0,65535,0.00,0.00,3,0.00,129.86,129.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,60,3,0,0,0,1,1,0,7,0,0,0,0,0,0,0,0,0,65535,0,18446743535834345472.00,18446743535834345415,18446743535834345415,0.00,0.00,0,0,0.00
131.3.168.192,129.236.82.208,58388,80,6,240135,0.00,0.00,0,0,240135,0,5,0,43642.12,0.00,901,0,54,673,180.20,246.44,303672.80,673,54,180.20,168.11,0,65535,0.00,0.00,1,0.00,180.20,180.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,54,1,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,8192,0,18446743535834302464.00,18446743535834301966,18446743535834301966,0.00,0.00,0,0,0.00
131.3.168.192,130.236.82.208,58389,80,6,2752743,0.00,0.00,0,0,2752743,0,6,0,4568.53,0.00,779,0,54,497,129.83,164.26,161888.83,497,54,129.83,100.62,0,65535,0.00,0.00,1,0.00,129.83,129.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,54,1,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,8192,0,18446743535834296320.00,18446743535834297178,18446743535834297178,0.00,0.00,0,0,0.00
129.236.82.208,131.3.168.192,80,58388,6,234885,0.00,0.00,0,0,234885,0,7,0,62464.61,0.00,4032,0,60,1514,576.00,638.27,2851680.00,1514,60,576.00,274.97,0,65535,0.00,0.00,3,0.00,576.00,576.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,60,3,0,0,0,1,1,0,7,0,0,0,0,0,0,0,0,0,4380,0,18446743535834292224.00,18446743535834292894,18446743535834292894,0.00,0.00,0,0,0.00
130.236.82.208,131.3.168.192,80,58389,6,2790711,0.00,0.00,0,0,2790711,0,8,0,6008.50,0.00,6967,0,60,1514,870.88,674.41,3638578.88,1514,60,870.88,-nan,0,65535,0.00,0.00,4,0.00,870.88,870.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8,60,4,0,0,0,1,1,0,8,0,0,0,0,0,0,0,0,0,4380,0,18446743535834267648.00,18446743535834267400,18446743535834267400,0.00,0.00,0,0,0.00
105.213.14.72,131.3.168.192,80,57838,6,6501552,0.00,0.00,0,0,6501552,0,2,0,644.77,0.00,120,0,60,60,60.00,0.00,0.00,60,60,60.00,-nan,0,65535,0.00,0.00,0,0.00,60.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,60,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,133,0,18446743535834202112.00,18446743535834202069,18446743535834202069,0.00,0.00,0,0,0.00
131.3.168.192,105.213.14.72,57838,80,6,6495483,0.00,0.00,0,0,6495483,0,2,0,645.37,0.00,108,0,54,54,54.00,0.00,0.00,54,54,54.00,-nan,0,65535,0.00,0.00,0,0.00,54.00,54.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,54,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,16334,0,18446743535834200064.00,18446743535834199192,18446743535834199192,0.00,0.00,0,0,0.00
131.3.168.192,68.95.54.65,56160,80,6,6372234,0.00,0.00,0,0,6372234,0,6,0,1973.56,0.00,1046,0,54,764,174.33,263.74,417363.33,764,54,174.33,197.91,0,65535,0.00,0.00,1,0.00,174.33,174.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,54,1,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,8192,0,18446743535834054656.00,18446743535834054922,18446743535834054922,0.00,0.00,0,0,0.00
68.95.54.65,131.3.168.192,80,56160,6,6375573,0.00,0.00,0,0,6375573,0,5,0,1643.77,0.00,468,0,60,222,93.60,64.24,20635.20,222,60,93.60,-nan,0,65535,0.00,0.00,1,0.00,93.60,93.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,60,1,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,65535,0,18446743535834050560.00,18446743535834050890,18446743535834050890,0.00,0.00,0,0,0.00
131.3.168.192,121.139.235.66,56161,80,6,647199,0.00,0.00,0,0,647199,0,3,0,9715.71,0.00,174,0,54,66,58.00,5.66,96.00,66,54,58.00,-nan,0,65535,0.00,0.00,0,0.00,58.00,58.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,54,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,8192,0,18446743535832973312.00,18446743535832972918,18446743535832972918,0.00,0.00,0,0,0.00
131.3.168.192,38.148.46.207,56163,80,6,127995,0.00,0.00,0,0,127995,0,5,0,81878.20,0.00,927,0,54,699,185.40,256.84,329839.20,699,54,185.40,177.75,0,65535,0.00,0.00,1,0.00,185.40,185.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,54,1,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,8192,0,18446743535832963072.00,18446743535832963447,18446743535832963447,0.00,0.00,0,0,0.00
