src_ip,dst_ip,src_port,dst_port,protocol,flow_duration,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_total,bwd_iat_total,fwd_packets,bwd_packets,fwd_packets_sec,bwd_packets_sec,fwd_bytes,bwd_bytes,min_packet_length,max_packet_length,packet_length_mean,packet_length_std,packet_length_variance,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,psh_flag_count,down_up_ratio,avg_packet_size,avg_fwd_segment_size,avg_bwd_segment_size,fwd_avg_bytes_bulk,fwd_avg_packets_bulk,fwd_avg_bulk_rate,bwd_avg_bytes_bulk,bwd_avg_packets_bulk,bwd_avg_bulk_rate,act_data_pkt_fwd,min_seg_size_forward,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flags,syn_flags,rst_flags,ack_flags,urg_flags,cwe_flags,ece_flags,fwd_header_len,bwd_header_len,subflow_fwd_pkts,subflow_fwd_bytes,subflow_bwd_pkts,subflow_bwd_bytes,init_win_bytes_fwd,init_win_bytes_bwd,active_mean,active_max,active_min,active_std,idle_mean,idle_max,idle_min,idle_std
2.2.0.10,15.2.0.10,0,0,1,57911964,0.00,0.00,0,0,57911964,0,20,0,723.86,0.00,4050,0,202,203,202.50,0.50,5.00,203,202,202.50,-nan,0,65535,0.00,0.00,0,0.00,202.50,202.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9223371767904364544.00,18446743535807602746,1126377,0.00,0.00,0,0,0.00
254.125.46.207,15.2.0.10,7001,2532,17,56551248,0.00,0.00,0,0,56551248,0,2,0,74.13,0.00,124,0,62,62,62.00,0.00,0.00,62,62,62.00,-nan,0,65535,0.00,0.00,0,0.00,62.00,62.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18446743535807432704.00,18446743535807433570,18446743535807433570,0.00,0.00,0,0,0.00
51.236.160.95,1.255.16.172,32683,50983,17,0,0.00,0.00,0,0,0,0,1,0,0.00,0.00,61,0,61,61,61.00,0.00,0.00,61,61,61.00,0.00,0,65535,0.00,0.00,0,0.00,61.00,61.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18446743535807395840.00,18446743535807395854,18446743535807395854,0.00,0.00,0,0,0.00
15.2.0.10,3.2.0.10,54795,53,17,56589699,0.00,0.00,0,0,56589699,0,2,0,74.08,0.00,142,0,71,71,71.00,0.00,0.00,71,71,71.00,-nan,0,65535,0.00,0.00,0,0.00,71.00,71.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18446743535807383552.00,18446743535807383359,18446743535807383359,0.00,0.00,0,0,0.00
3.2.0.10,15.2.0.10,53,54795,17,56589657,0.00,0.00,0,0,56589657,0,2,0,74.08,0.00,454,0,227,227,227.00,0.00,0.00,227,227,227.00,-nan,0,65535,0.00,0.00,0,0.00,227.00,227.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18446743535807377408.00,18446743535807377794,18446743535807377794,0.00,0.00,0,0,0.00
15.2.0.10,244.15.55.65,2536,80,6,41295093,0.00,0.00,0,0,41295093,0,13,0,659.84,0.00,5691,0,54,891,437.77,413.29,2220556.31,891,54,437.77,-nan,0,65535,0.00,0.00,6,0.00,437.77,437.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13,54,6,0,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,64240,0,9223371767906345984.00,18446743535807372670,5318985,0.00,0.00,0,0,0.00
15.2.0.10,244.15.55.65,2537,80,6,41295387,0.00,0.00,0,0,41295387,0,11,0,558.32,0.00,5640,0,54,947,512.73,417.68,1918980.18,947,54,512.73,-nan,0,65535,0.00,0.00,6,0.00,512.73,512.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,54,6,0,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,64240,0,9223371767904899072.00,18446743535807367504,2431485,0.00,0.00,0,0,0.00
15.2.0.10,253.125.46.207,2535,7001,17,56602929,0.00,0.00,0,0,56602929,0,4,0,148.12,0.00,248,0,62,62,62.00,0.00,0.00,62,62,62.00,-nan,0,65535,0.00,0.00,0,0.00,62.00,62.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9223371767903681536.00,18446743535807362569,0,0.00,0.00,0,0,0.00
244.15.55.65,15.2.0.10,80,2536,6,5307624,0.00,0.00,0,0,5307624,0,17,0,6713.36,0.00,7934,0,60,1126,466.71,383.65,2502211.53,1126,60,466.71,-nan,0,65535,0.00,0.00,10,0.00,466.71,466.71,0.00,3384.00,4.00,0.00,0.00,0.00,0.00,17,60,10,0,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,8192,0,18446743535807324160.00,18446743535807323782,18446743535807323782,0.00,0.00,0,0,0.00
244.15.55.65,15.2.0.10,80,2537,6,2382618,0.00,0.00,0,0,2382618,0,13,0,11436.16,0.00,6481,0,60,1407,498.54,488.92,3107615.23,1407,60,498.54,-nan,0,65535,0.00,0.00,6,0.00,498.54,498.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13,60,6,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,8192,0,18446743535807285248.00,18446743535807284281,18446743535807284281,0.00,0.00,0,0,0.00
252.206.6.118,1.255.16.172,48570,50983,17,3239964,0.00,0.00,0,0,3239964,0,2,0,1293.84,0.00,996,0,498,498,498.00,0.00,0.00,498,498,498.00,-nan,0,65535,0.00,0.00,0,0.00,498.00,498.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18446743535807254528.00,18446743535807253831,18446743535807253831,0.00,0.00,0,0,0.00
1.255.16.172,29.118.178.173,50983,54049,17,0,0.00,0.00,0,0,0,0,1,0,0.00,0.00,72,0,72,72,72.00,0.00,0.00,72,72,72.00,0.00,0,65535,0.00,0.00,0,0.00,72.00,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18446743535807248384.00,18446743535807248854,18446743535807248854,0.00,0.00,0,0,0.00
1.255.16.172,19.140.80.70,50983,64588,17,0,0.00,0.00,0,0,0,0,1,0,0.00,0.00,72,0,72,72,72.00,0.00,0.00,72,72,72.00,0.00,0,65535,0.00,0.00,0,0.00,72.00,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18446743535807244288.00,18446743535807243604,18446743535807243604,0.00,0.00,0,0,0.00
1.255.16.172,32.181.167.76,50983,10848,17,0,0.00,0.00,0,0,0,0,1,0,0.00,0.00,72,0,72,72,72.00,0.00,0.00,72,72,72.00,0.00,0,65535,0.00,0.00,0,0.00,72.00,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18446743535807238144.00,18446743535807238417,18446743535807238417,0.00,0.00,0,0,0.00
253.125.46.207,15.2.0.10,7001,2535,17,56712717,0.00,0.00,0,0,56712717,0,4,0,147.83,0.00,248,0,62,62,62.00,0.00,0.00,62,62,62.00,-nan,0,65535,0.00,0.00,0,0.00,62.00,62.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9223371767903596544.00,18446743535807193981,0,0.00,0.00,0,0,0.00
15.2.0.10,3.2.0.10,61870,53,17,56720592,0.00,0.00,0,0,56720592,0,2,0,73.91,0.00,154,0,77,77,77.00,0.00,0.00,77,77,77.00,-nan,0,65535,0.00,0.00,0,0.00,77.00,77.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18446743535807150080.00,18446743535807150994,18446743535807150994,0.00,0.00,0,0,0.00
15.2.0.10,254.125.46.207,2538,7001,17,56678298,0.00,0.00,0,0,56678298,0,4,0,147.92,0.00,248,0,62,62,62.00,0.00,0.00,62,62,62.00,-nan,0,65535,0.00,0.00,0,0.00,62.00,62.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9223371767903548416.00,18446743535807096772,0,0.00,0.00,0,0,0.00
32.181.167.76,1.255.16.172,10848,50983,17,0,0.00,0.00,0,0,0,0,1,0,0.00,0.00,533,0,533,533,533.00,0.00,0.00,533,533,533.00,0.00,0,65535,0.00,0.00,0,0.00,533.00,533.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18446743535807086592.00,18446743535807086524,18446743535807086524,0.00,0.00,0,0,0.00
19.140.80.70,1.255.16.172,64588,50983,17,0,0.00,0.00,0,0,0,0,1,0,0.00,0.00,533,0,533,533,533.00,0.00,0.00,533,533,533.00,0.00,0,65535,0.00,0.00,0,0.00,533.00,533.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18446743535807064064.00,18446743535807064033,18446743535807064033,0.00,0.00,0,0,0.00
29.118.178.173,1.255.16.172,54049,50983,17,0,0.00,0.00,0,0,0,0,1,0,0.00,0.00,533,0,533,533,533.00,0.00,0.00,533,533,533.00,0.00,0,65535,0.00,0.00,0,0.00,533.00,533.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18446743535807055872.00,18446743535807055150,18446743535807055150,0.00,0.00,0,0,0.00
1.255.16.172,14.83.227.109,50983,6536,17,0,0.00,0.00,0,0,0,0,1,0,0.00,0.00,83,0,83,83,83.00,0.00,0.00,83,83,83.00,0.00,0,65535,0.00,0.00,0,0.00,83.00,83.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18446743535807049728.00,18446743535807050614,18446743535807050614,0.00,0.00,0,0,0.00
101.213.14.72,131.3.168.192,80,57024,6,889560,0.00,0.00,0,0,889560,0,2,0,4712.44,0.00,120,0,60,60,60.00,0.00,0.00,60,60,60.00,-nan,0,65535,0.00,0.00,0,0.00,60.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,60,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,873,0,18446743535807031296.00,18446743535807031987,18446743535807031987,0.00,0.00,0,0,0.00
131.3.168.192,101.213.14.72,57024,80,6,741447,0.00,0.00,0,0,741447,0,2,0,5653.81,0.00,108,0,54,54,54.00,0.00,0.00,54,54,54.00,-nan,0,65535,0.00,0.00,0,0.00,54.00,54.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,54,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,16363,0,18446743535807023104.00,18446743535807022999,18446743535807022999,0.00,0.00,0,0,0.00
254.125.46.207,15.2.0.10,7001,2538,17,56602005,0.00,0.00,0,0,56602005,0,4,0,148.12,0.00,248,0,62,62,62.00,0.00,0.00,62,62,62.00,-nan,0,65535,0.00,0.00,0,0.00,62.00,62.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9223371767903478784.00,18446743535806957920,0,0.00,0.00,0,0,0.00
3.2.0.10,15.2.0.10,53,61870,17,56588481,0.00,0.00,0,0,56588481,0,2,0,74.08,0.00,690,0,345,345,345.00,0.00,0.00,345,345,345.00,-nan,0,65535,0.00,0.00,0,0.00,345.00,345.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18446743535806879744.00,18446743535806879044,18446743535806879044,0.00,0.00,0,0,0.00
15.2.0.10,146.200.104.198,2539,80,6,40790484,0.00,0.00,0,0,40790484,0,5,0,256.92,0.00,681,0,54,457,136.20,160.43,128688.80,457,54,136.20,84.78,0,65535,0.00,0.00,1,0.00,136.20,136.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,54,1,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,64240,0,9223371767903520768.00,18446743535806874193,168756,0.00,0.00,0,0,0.00
146.200.104.198,15.2.0.10,80,2539,6,61320,0.00,0.00,0,0,61320,0,3,0,102544.03,0.00,364,0,60,244,121.33,86.74,22570.67,244,60,121.33,-nan,0,65535,0.00,0.00,1,0.00,121.33,121.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,60,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,8192,0,18446743535806855168.00,18446743535806855587,18446743535806855587,0.00,0.00,0,0,0.00
156.213.14.72,131.3.168.192,80,57231,6,545328,0.00,0.00,0,0,545328,0,2,0,7687.12,0.00,120,0,60,60,60.00,0.00,0.00,60,60,60.00,-nan,0,65535,0.00,0.00,0,0.00,60.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,60,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,671,0,18446743535806810112.00,18446743535806810017,18446743535806810017,0.00,0.00,0,0,0.00
131.3.168.192,156.213.14.72,57231,80,6,366324,0.00,0.00,0,0,366324,0,2,0,11443.42,0.00,108,0,54,54,54.00,0.00,0.00,54,54,54.00,-nan,0,65535,0.00,0.00,0,0.00,54.00,54.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,54,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,16445,0,18446743535806806016.00,18446743535806805628,18446743535806805628,0.00,0.00,0,0,0.00
14.83.227.109,1.255.16.172,6536,50983,17,0,0.00,0.00,0,0,0,0,1,0,0.00,0.00,349,0,349,349,349.00,0.00,0.00,349,349,349.00,0.00,0,65535,0.00,0.00,0,0.00,349.00,349.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18446743535806797824.00,18446743535806798614,18446743535806798614,0.00,0.00,0,0,0.00
156.213.14.72,131.3.168.192,80,57230,6,517125,0.00,0.00,0,0,517125,0,2,0,8106.36,0.00,120,0,60,60,60.00,0.00,0.00,60,60,60.00,-nan,0,65535,0.00,0.00,0,0.00,60.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,60,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,537,0,18446743535806777344.00,18446743535806777509,18446743535806777509,0.00,0.00,0,0,0.00
131.3.168.192,156.213.14.72,57230,80,6,340431,0.00,0.00,0,0,340431,0,2,0,12313.80,0.00,108,0,54,54,54.00,0.00,0.00,54,54,54.00,-nan,0,65535,0.00,0.00,0,0.00,54.00,54.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,54,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,16445,0,18446743535806773248.00,18446743535806772973,18446743535806772973,0.00,0.00,0,0,0.00
15.2.0.10,3.2.0.10,64982,53,17,56747052,0.00,0.00,0,0,56747052,0,2,0,73.87,0.00,162,0,81,81,81.00,0.00,0.00,81,81,81.00,-nan,0,65535,0.00,0.00,0,0.00,81.00,81.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18446743535806711808.00,18446743535806712073,18446743535806712073,0.00,0.00,0,0,0.00
3.2.0.10,15.2.0.10,53,64982,17,56747577,0.00,0.00,0,0,56747577,0,2,0,73.87,0.00,578,0,289,289,289.00,0.00,0.00,289,289,289.00,-nan,0,65535,0.00,0.00,0,0.00,289.00,289.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18446743535806705664.00,18446743535806706235,18446743535806706235,0.00,0.00,0,0,0.00
15.2.0.10,186.105.46.207,2540,80,6,40634874,0.00,0.00,0,0,40634874,0,6,0,309.49,0.00,729,0,54,451,121.50,147.39,130335.50,451,54,121.50,83.43,0,65535,0.00,0.00,1,0.00,121.50,121.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,54,1,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,64240,0,9223371767903370240.00,18446743535806701405,39459,0.00,0.00,0,0,0.00
1.255.16.172,84.190.209.66,50983,4813,17,0,0.00,0.00,0,0,0,0,1,0,0.00,0.00,70,0,70,70,70.00,0.00,0.00,70,70,70.00,0.00,0,65535,0.00,0.00,0,0.00,70.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18446743535806693376.00,18446743535806693047,18446743535806693047,0.00,0.00,0,0,0.00
186.105.46.207,15.2.0.10,80,2540,6,39407151,0.00,0.00,0,0,39407151,0,4,0,212.75,0.00,325,0,60,145,81.25,36.81,5418.75,145,60,81.25,-nan,0,65535,0.00,0.00,1,0.00,81.25,81.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,60,1,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,8192,0,9223371767903340544.00,18446743535806677696,4284,0.00,0.00,0,0,0.00
1.255.16.172,185.202.181.93,50983,30757,17,0,0.00,0.00,0,0,0,0,1,0,0.00,0.00,63,0,63,63,63.00,0.00,0.00,63,63,63.00,0.00,0,65535,0.00,0.00,0,0.00,63.00,63.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18446743535806625792.00,18446743535806626099,18446743535806626099,0.00,0.00,0,0,0.00
185.202.181.93,1.255.16.172,30757,50983,17,0,0.00,0.00,0,0,0,0,1,0,0.00,0.00,150,0,150,150,150.00,0.00,0.00,150,150,150.00,0.00,0,65535,0.00,0.00,0,0.00,150.00,150.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18446743535806599168.00,18446743535806599954,18446743535806599954,0.00,0.00,0,0,0.00
1.255.16.172,34.29.173.109,10658,443,6,2384907,0.00,0.00,0,0,2384907,0,9,0,7909.74,0.00,625,0,54,126,69.44,23.70,5054.22,126,54,69.44,-nan,0,65535,0.00,0.00,4,0.00,69.44,69.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,54,4,0,0,0,1,1,0,8,0,0,0,0,0,0,0,0,0,8192,0,18446743535806572544.00,18446743535806572906,18446743535806572906,0.00,0.00,0,0,0.00
1.255.16.172,86.178.255.109,10659,443,6,1215753,0.00,0.00,0,0,1215753,0,7,0,12068.24,0.00,582,0,54,126,83.14,30.67,6582.86,126,54,83.14,-nan,0,65535,0.00,0.00,3,0.00,83.14,83.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,54,3,0,0,0,1,1,1,6,0,0,0,0,0,0,0,0,0,8192,0,18446743535806566400.00,18446743535806567152,18446743535806567152,0.00,0.00,0,0,0.00
1.255.16.172,157.125.226.82,50983,45834,17,0,0.00,0.00,0,0,0,0,1,0,0.00,0.00,74,0,74,74,74.00,0.00,0.00,74,74,74.00,0.00,0,65535,0.00,0.00,0,0.00,74.00,74.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18446743535806562304.00,18446743535806561440,18446743535806561440,0.00,0.00,0,0,0.00
1.255.16.172,41.26.10.71,50983,14168,17,0,0.00,0.00,0,0,0,0,1,0,0.00,0.00,74,0,74,74,74.00,0.00,0.00,74,74,74.00,0.00,0,65535,0.00,0.00,0,0.00,74.00,74.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18446743535806556160.00,18446743535806555287,18446743535806555287,0.00,0.00,0,0,0.00
1.255.16.172,196.95.64.213,50983,7892,17,0,0.00,0.00,0,0,0,0,1,0,0.00,0.00,74,0,74,74,74.00,0.00,0.00,74,74,74.00,0.00,0,65535,0.00,0.00,0,0.00,74.00,74.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18446743535806550016.00,18446743535806549512,18446743535806549512,0.00,0.00,0,0,0.00
41.26.10.71,1.255.16.172,14168,50983,17,0,0.00,0.00,0,0,0,0,1,0,0.00,0.00,60,0,60,60,60.00,0.00,0.00,60,60,60.00,0.00,0,65535,0.00,0.00,0,0.00,60.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18446743535806539776.00,18446743535806540608,18446743535806540608,0.00,0.00,0,0,0.00
1.255.16.172,9.126.96.99,50983,32178,17,0,0.00,0.00,0,0,0,0,1,0,0.00,0.00,74,0,74,74,74.00,0.00,0.00,74,74,74.00,0.00,0,65535,0.00,0.00,0,0.00,74.00,74.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18446743535806535680.00,18446743535806535757,18446743535806535757,0.00,0.00,0,0,0.00
196.95.64.213,1.255.16.172,7892,50983,17,0,0.00,0.00,0,0,0,0,1,0,0.00,0.00,533,0,533,533,533.00,0.00,0.00,533,533,533.00,0.00,0,65535,0.00,0.00,0,0.00,533.00,533.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18446743535806529536.00,18446743535806530066,18446743535806530066,0.00,0.00,0,0,0.00
157.125.226.82,1.255.16.172,45834,50983,17,0,0.00,0.00,0,0,0,0,1,0,0.00,0.00,60,0,60,60,60.00,0.00,0.00,60,60,60.00,0.00,0,65535,0.00,0.00,0,0.00,60.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18446743535806525440.00,18446743535806525698,18446743535806525698,0.00,0.00,0,0,0.00
34.29.173.109,1.255.16.172,443,10658,6,2328711,0.00,0.00,0,0,2328711,0,7,0,6300.48,0.00,571,0,60,133,81.57,28.91,5851.71,133,60,81.57,-nan,0,65535,0.00,0.00,3,0.00,81.57,81.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,60,3,0,0,0,1,1,0,7,0,0,0,0,0,0,0,0,0,8192,0,18446743535806521344.00,18446743535806521330,18446743535806521330,0.00,0.00,0,0,0.00
9.126.96.99,1.255.16.172,32178,50983,17,0,0.00,0.00,0,0,0,0,1,0,0.00,0.00,60,0,60,60,60.00,0.00,0.00,60,60,60.00,0.00,0,65535,0.00,0.00,0,0.00,60.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18446743535806492672.00,18446743535806493043,18446743535806493043,0.00,0.00,0,0,0.00
86.178.255.109,1.255.16.172,443,10659,6,19364154,0.00,0.00,0,0,19364154,0,8,0,865.93,0.00,675,0,60,133,84.38,22.29,3975.88,133,60,84.38,-nan,0,65535,0.00,0.00,5,0.00,84.38,84.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8,60,5,0,0,0,2,1,0,8,0,0,0,0,0,0,0,0,0,8192,0,18446743535806468096.00,18446743535806467780,18446743535806467780,0.00,0.00,0,0,0.00
1.255.16.172,132.65.215.67,10661,443,6,308217,0.00,0.00,0,0,308217,0,7,0,47602.83,0.00,920,0,54,252,131.43,88.17,54415.71,252,54,131.43,-nan,0,65535,0.00,0.00,3,0.00,131.43,131.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,54,3,0,0,0,1,1,0,6,0,0,0,0,0,0,0,0,0,8192,0,18446743535806138368.00,18446743535806137933,18446743535806137933,0.00,0.00,0,0,0.00
132.65.215.67,1.255.16.172,443,10661,6,334320,0.00,0.00,0,0,334320,0,6,0,37616.65,0.00,1717,0,60,1055,286.17,360.04,777770.83,1055,60,286.17,218.49,0,65535,0.00,0.00,3,0.00,286.17,286.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,60,3,0,0,0,2,1,0,6,0,0,0,0,0,0,0,0,0,65535,0,18446743535806121984.00,18446743535806121574,18446743535806121574,0.00,0.00,0,0,0.00
1.255.16.172,146.250.47.207,50983,52634,17,0,0.00,0.00,0,0,0,0,1,0,0.00,0.00,74,0,74,74,74.00,0.00,0.00,74,74,74.00,0.00,0,65535,0.00,0.00,0,0.00,74.00,74.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18446743535806095360.00,18446743535806095660,18446743535806095660,0.00,0.00,0,0,0.00
1.255.16.172,166.53.172.207,50983,42304,17,858312,0.00,0.00,0,0,858312,0,2,0,4884.00,0.00,137,0,63,74,68.50,5.50,60.50,74,63,68.50,-nan,0,65535,0.00,0.00,0,0.00,68.50,68.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18446743535806089216.00,18446743535806089990,18446743535806089990,0.00,0.00,0,0,0.00
1.255.16.172,8.201.250.111,50983,62599,17,0,0.00,0.00,0,0,0,0,1,0,0.00,0.00,74,0,74,74,74.00,0.00,0.00,74,74,74.00,0.00,0,65535,0.00,0.00,0,0.00,74.00,74.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18446743535806085120.00,18446743535806084278,18446743535806084278,0.00,0.00,0,0,0.00
1.255.16.172,132.65.215.67,10665,443,6,389109,0.00,0.00,0,0,389109,0,7,0,37706.66,0.00,964,0,54,299,137.71,98.18,67477.43,299,54,137.71,-nan,0,65535,0.00,0.00,3,0.00,137.71,137.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,54,3,0,0,0,1,1,0,6,0,0,0,0,0,0,0,0,0,8192,0,18446743535806078976.00,18446743535806078713,18446743535806078713,0.00,0.00,0,0,0.00
1.255.16.172,132.65.215.67,10664,443,6,395010,0.00,0.00,0,0,395010,0,7,0,37143.36,0.00,948,0,54,283,135.43,94.52,62535.71,283,54,135.43,-nan,0,65535,0.00,0.00,3,0.00,135.43,135.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,54,3,0,0,0,1,1,0,6,0,0,0,0,0,0,0,0,0,8192,0,18446743535806072832.00,18446743535806072938,18446743535806072938,0.00,0.00,0,0,0.00
